,song_names,sentences
Kings of Metal,Kings of Metal,just true metal people thats manowars crowd
Kings of Metal,Kings of Metal,they want to keep us down
Kings of Metal,Kings of Metal,but they cant last
Kings of Metal,Kings of Metal,when we get up were gonna kick your ass
Kings of Metal,Kings of Metal,gonna keep on burnin
Kings of Metal,Kings of Metal,we always will
Kings of Metal,Kings of Metal,other bands play manowar kill
Kings of Metal,Kings of Metal,other bands play manowar kill
Kings of Metal,Kings of Metal,we like it hard we like it fast
Kings of Metal,Kings of Metal,we got the biggest amps man they blast
Kings of Metal,Kings of Metal,true metal people want to rock not pose
Kings of Metal,Kings of Metal,wearin jeans and leather not cracker jack clothes
Kings of Metal,Kings of Metal,they want to keep us down
Kings of Metal,Kings of Metal,but they cant last
Kings of Metal,Kings of Metal,when we get up were gonna kick your ass
Kings of Metal,Kings of Metal,gonna keep on burnin
Kings of Metal,Kings of Metal,we always will
Kings of Metal,Kings of Metal,other bands play manowar kill
Kings of Metal,Kings of Metal,other bands play manowar kill
Kings of Metal,Kings of Metal,were the kings of metal commin to town
Kings of Metal,Kings of Metal,when we light up have the roof nailed down
Kings of Metal,Kings of Metal,dont try to tell us that were too loud
Kings of Metal,Kings of Metal,cause there aint no way that well ever turn down
Kings of Metal,Kings of Metal,they want to keep us down
Kings of Metal,Kings of Metal,but they cant last
Kings of Metal,Kings of Metal,when we get up were gonna kick your ass
Kings of Metal,Kings of Metal,gonna keep on burnin
Kings of Metal,Kings of Metal,we always will
Kings of Metal,Kings of Metal,other bands play manowar kill
Warriors of the World United,Warriors of the World United,here our soldiers stand from all around the world
Warriors of the World United,Warriors of the World United,waiting in a line to hear the battle cry
Warriors of the World United,Warriors of the World United,all are gathered here victory is near
Warriors of the World United,Warriors of the World United,the sound will fill the hall bringing power to us all
Warriors of the World United,Warriors of the World United,we alone are fighting for metal that is true
Warriors of the World United,Warriors of the World United,we own the right to live the fight were here for all of you
Warriors of the World United,Warriors of the World United,now swear the blood upon your steel will never dry
Warriors of the World United,Warriors of the World United,stand and fight together beneath the metal sky
Warriors of the World United,Warriors of the World United,brothers everywhere
Warriors of the World United,Warriors of the World United,raise your hands into the air
Warriors of the World United,Warriors of the World United,were warriors
Warriors of the World United,Warriors of the World United,warriors of the world
Warriors of the World United,Warriors of the World United,like thunder from the sky
Warriors of the World United,Warriors of the World United,sworn to fight and die
Warriors of the World United,Warriors of the World United,were warriors
Warriors of the World United,Warriors of the World United,warriors of the world
Warriors of the World United,Warriors of the World United,many stand against us but they will never win
Warriors of the World United,Warriors of the World United,we said we would return and here we are again
Warriors of the World United,Warriors of the World United,to bring them all destruction suffering and pain
Warriors of the World United,Warriors of the World United,we are the hammer of the gods we are thunder wind and rain
Warriors of the World United,Warriors of the World United,there they wait in fear with swords in feeble hands
Warriors of the World United,Warriors of the World United,with dreams to be a king first one should be a man
Warriors of the World United,Warriors of the World United,i call them out and charge them all with a life that is a lie
Warriors of the World United,Warriors of the World United,and in their final hour they shall confess before they die
Warriors of the World United,Warriors of the World United,brothers everywhere
Warriors of the World United,Warriors of the World United,raise your hands into the air
Warriors of the World United,Warriors of the World United,were warriors
Warriors of the World United,Warriors of the World United,warriors of the world
Warriors of the World United,Warriors of the World United,like thunder from the sky
Warriors of the World United,Warriors of the World United,sworn to fight and die
Warriors of the World United,Warriors of the World United,were warriors
Warriors of the World United,Warriors of the World United,warriors of the world
Warriors of the World United,Warriors of the World United,if i should fall in battle my brothers who fight by my side
Warriors of the World United,Warriors of the World United,gather my horse and weapons tell my family how i died
Warriors of the World United,Warriors of the World United,until then i will be strong i will fight for all that is real 
Warriors of the World United,Warriors of the World United,all who stand in my way will die by steel
Warriors of the World United,Warriors of the World United,brothers everywhere
Warriors of the World United,Warriors of the World United,raise your hands into the air
Warriors of the World United,Warriors of the World United,were warriors
Warriors of the World United,Warriors of the World United,warriors of the world
Warriors of the World United,Warriors of the World United,like thunder from the sky
Warriors of the World United,Warriors of the World United,sworn to fight and die
Warriors of the World United,Warriors of the World United,were warriors
Warriors of the World United,Warriors of the World United,warriors of the world
"Black Wind, Fire and Steel","Black Wind, Fire and Steel",full moon light is calling me
"Black Wind, Fire and Steel","Black Wind, Fire and Steel",my kigndom lies within
"Black Wind, Fire and Steel","Black Wind, Fire and Steel",the mystic soul and lions heart
"Black Wind, Fire and Steel","Black Wind, Fire and Steel",brought by the talisman
"Black Wind, Fire and Steel","Black Wind, Fire and Steel",the ecstasy of battle takes me
"Black Wind, Fire and Steel","Black Wind, Fire and Steel",where the falcons fly
"Black Wind, Fire and Steel","Black Wind, Fire and Steel",immortal youth was granted me
"Black Wind, Fire and Steel","Black Wind, Fire and Steel",i will never die
"Black Wind, Fire and Steel","Black Wind, Fire and Steel",born of black wind fire and steel
"Black Wind, Fire and Steel","Black Wind, Fire and Steel",born of black wind fire and steel
"Black Wind, Fire and Steel","Black Wind, Fire and Steel",born to teach them all to heel
"Black Wind, Fire and Steel","Black Wind, Fire and Steel",born of black wind fire and steel
"Black Wind, Fire and Steel","Black Wind, Fire and Steel",pounded by the hammers
"Black Wind, Fire and Steel","Black Wind, Fire and Steel",of the giants of the world
"Black Wind, Fire and Steel","Black Wind, Fire and Steel",i can see in darkness
"Black Wind, Fire and Steel","Black Wind, Fire and Steel",im the overlord
"Black Wind, Fire and Steel","Black Wind, Fire and Steel",single combat i await
"Black Wind, Fire and Steel","Black Wind, Fire and Steel",my shadow brings them fear
"Black Wind, Fire and Steel","Black Wind, Fire and Steel",the spikes upon my chariot
"Black Wind, Fire and Steel","Black Wind, Fire and Steel",will grind them when theyre near
"Black Wind, Fire and Steel","Black Wind, Fire and Steel",born of black wind fire and steel
"Black Wind, Fire and Steel","Black Wind, Fire and Steel",born of black wind fire and steel
"Black Wind, Fire and Steel","Black Wind, Fire and Steel",born to teach them all to heel
"Black Wind, Fire and Steel","Black Wind, Fire and Steel",born of black wind fire and steel
"Black Wind, Fire and Steel","Black Wind, Fire and Steel",i am an outcast on the path of no return
"Black Wind, Fire and Steel","Black Wind, Fire and Steel",punisher and swordsman
"Black Wind, Fire and Steel","Black Wind, Fire and Steel",i was born to burn
"Black Wind, Fire and Steel","Black Wind, Fire and Steel",black wind always follows
"Black Wind, Fire and Steel","Black Wind, Fire and Steel",where my black horse rides
"Black Wind, Fire and Steel","Black Wind, Fire and Steel",fires in my soul
"Black Wind, Fire and Steel","Black Wind, Fire and Steel",steel is on my side
"Black Wind, Fire and Steel","Black Wind, Fire and Steel",born of black wind fire and steel
"Black Wind, Fire and Steel","Black Wind, Fire and Steel",born of black wind fire and steel
"Black Wind, Fire and Steel","Black Wind, Fire and Steel",born to teach them all to heel
"Black Wind, Fire and Steel","Black Wind, Fire and Steel",born of black wind fire and steel
The Crown and the Ring,The Crown and the Ring,from a battle ive come
The Crown and the Ring,The Crown and the Ring,to a battle i ride
The Crown and the Ring,The Crown and the Ring,blazing up to the sky
The Crown and the Ring,The Crown and the Ring,chains of fate
The Crown and the Ring,The Crown and the Ring,hold a firey stride 
The Crown and the Ring,The Crown and the Ring,ill see you again when i die
The Crown and the Ring,The Crown and the Ring,high and mighty alone we are kings
The Crown and the Ring,The Crown and the Ring,whirlwinds of fire we ride
The Crown and the Ring,The Crown and the Ring,providence brought us the crown and the ring
The Crown and the Ring,The Crown and the Ring,covered with blood and our pride
The Crown and the Ring,The Crown and the Ring,heroes await me
The Crown and the Ring,The Crown and the Ring,my enemies ride fast
The Crown and the Ring,The Crown and the Ring,knowing not this rides their last
The Crown and the Ring,The Crown and the Ring,saddle my horse as i drink my last ale
The Crown and the Ring,The Crown and the Ring,bow string and steel will prevail
The Crown and the Ring,The Crown and the Ring,high and mighty alone we are kings
The Crown and the Ring,The Crown and the Ring,whirlwinds of fire we ride
The Crown and the Ring,The Crown and the Ring,providence brought us the crown and the ring
The Crown and the Ring,The Crown and the Ring,covered with blood and our pride
The Crown and the Ring,The Crown and the Ring,odin i await thee
The Crown and the Ring,The Crown and the Ring,your true son am i
The Crown and the Ring,The Crown and the Ring,i hail you now as i die
The Crown and the Ring,The Crown and the Ring,i pledge you my sword and to no man i kneel
The Crown and the Ring,The Crown and the Ring,ours is the kingdom of steel
The Crown and the Ring,The Crown and the Ring,high and mighty alone we are kings
The Crown and the Ring,The Crown and the Ring,whirlwinds of fire we ride
The Crown and the Ring,The Crown and the Ring,providence brought us the crown and the ring
The Crown and the Ring,The Crown and the Ring,covered with blood and our pride
The Crown and the Ring,The Crown and the Ring,kingdom come
The Crown and the Ring,The Crown and the Ring,see the white light
The Crown and the Ring,The Crown and the Ring,the light within
The Crown and the Ring,The Crown and the Ring,be your own disciple
The Crown and the Ring,The Crown and the Ring,fan the sparks of will
The Crown and the Ring,The Crown and the Ring,for all of us waiting
The Crown and the Ring,The Crown and the Ring,our kingdom has come
The Crown and the Ring,The Crown and the Ring,rays of power shinning
The Crown and the Ring,The Crown and the Ring,rays of magic fall
The Crown and the Ring,The Crown and the Ring,on the golden voice that speaks within us all
The Crown and the Ring,The Crown and the Ring,for all of us waiting
The Crown and the Ring,The Crown and the Ring,your kingdom will come
Hail and Kill,Hail and Kill,brothers i am calling from the valley of the kings
Hail and Kill,Hail and Kill,with nothing to atone
Hail and Kill,Hail and Kill,a dark march lies ahead together we will ride
Hail and Kill,Hail and Kill,like thunder from the sky
Hail and Kill,Hail and Kill,may your sword stay wet like a young girl in her prime
Hail and Kill,Hail and Kill,hold your hammers high
Hail and Kill,Hail and Kill,blood and death are waiting like a raven in the sky
Hail and Kill,Hail and Kill,i was born to die
Hail and Kill,Hail and Kill,hear me while i live
Hail and Kill,Hail and Kill,as i look into your eyes
Hail and Kill,Hail and Kill,none shall hear a lie
Hail and Kill,Hail and Kill,power and dominion are taken by the will
Hail and Kill,Hail and Kill,by divine right hail and kill
Hail and Kill,Hail and Kill,hail hail hail and kill hail and kill
Hail and Kill,Hail and Kill,hail hail hail and kill hail and kill
Hail and Kill,Hail and Kill,my father was a wolf
Hail and Kill,Hail and Kill,im a kinsman of the slain
Hail and Kill,Hail and Kill,sworn to rise again
Hail and Kill,Hail and Kill,i will bring salvation punishment and pain
Hail and Kill,Hail and Kill,the hammer of hate is our faith
Hail and Kill,Hail and Kill,power and dominion are taken by the will
Hail and Kill,Hail and Kill,by divine right hail and kill
Hail and Kill,Hail and Kill,hail hail hail and kill kill and kill
Hail and Kill,Hail and Kill,hail hail hail and kill hail and kill
Hail and Kill,Hail and Kill,hail hail hail and kill 
Hail and Kill,Hail and Kill,hail hail hail and kill
Hail and Kill,Hail and Kill,hail hail hail and kill
Hail and Kill,Hail and Kill,hail hail hail and kill
Hail and Kill,Hail and Kill,hail hail hail and kill
Hail and Kill,Hail and Kill,hail hail hail and kill
Hail and Kill,Hail and Kill,hail hail hail and kill
Hail and Kill,Hail and Kill,hail hail hail and kill
Hail and Kill,Hail and Kill,hail hail hail and kill 
Hail and Kill,Hail and Kill,rip their flesh burn their hearts
Hail and Kill,Hail and Kill,stab them in the eyes
Hail and Kill,Hail and Kill,rape their women as they cry
Hail and Kill,Hail and Kill,kill their servants burn their homes
Hail and Kill,Hail and Kill,till theres no blood left to spill
Hail and Kill,Hail and Kill,hail and kill
Hail and Kill,Hail and Kill,power and dominion are taken by the will
Hail and Kill,Hail and Kill,by divine right hail and kill
Hail and Kill,Hail and Kill,hail hail hail and kill
Hail and Kill,Hail and Kill,hail and kill
Hail and Kill,Hail and Kill,hail hail hail and kill
Hail and Kill,Hail and Kill,kill and kill
Hail and Kill,Hail and Kill,hail hail hail and kill
Hail and Kill,Hail and Kill,hail and kill hail and kill
Hail and Kill,Hail and Kill,hail hail hail and kill
Hail and Kill,Hail and Kill,hail and kill hail and kill
Hail and Kill,Hail and Kill,hail hail hail and kill
Hail and Kill,Hail and Kill,hail and kill
Hail and Kill,Hail and Kill,hail hail hail and kill
Hail and Kill,Hail and Kill,brothers i am calling from the valley of the kings
Hail and Kill,Hail and Kill,with nothing to atone
Hail and Kill,Hail and Kill,a dark march lies ahead together we will ride
Hail and Kill,Hail and Kill,like thunder from the sky
Hail and Kill,Hail and Kill,may your sword stay wet like a young girl in her prime
Hail and Kill,Hail and Kill,hold your hammers high
Hail and Kill,Hail and Kill,blood and death are waiting like a raven in the sky
Hail and Kill,Hail and Kill,i was born to die
Hail and Kill,Hail and Kill,hear me while i live
Hail and Kill,Hail and Kill,as i look into your eyes
Hail and Kill,Hail and Kill,none shall hear a lie
Hail and Kill,Hail and Kill,power and dominion are taken by the will
Hail and Kill,Hail and Kill,by divine right hail and kill
Hail and Kill,Hail and Kill,hail hail hail and kill hail and kill
Hail and Kill,Hail and Kill,hail hail hail and kill hail and kill
Hail and Kill,Hail and Kill,my father was a wolf
Hail and Kill,Hail and Kill,im a kinsman of the slain
Hail and Kill,Hail and Kill,sworn to rise again
Hail and Kill,Hail and Kill,i will bring salvation punishment and pain
Hail and Kill,Hail and Kill,the hammer of hate is our faith
Hail and Kill,Hail and Kill,power and dominion are taken by the will
Hail and Kill,Hail and Kill,by divine right hail and kill
Hail and Kill,Hail and Kill,hail hail hail and kill kill and kill
Hail and Kill,Hail and Kill,hail hail hail and kill hail and kill
Hail and Kill,Hail and Kill,hail hail hail and kill 
Hail and Kill,Hail and Kill,hail hail hail and kill
Hail and Kill,Hail and Kill,hail hail hail and kill
Hail and Kill,Hail and Kill,hail hail hail and kill
Hail and Kill,Hail and Kill,hail hail hail and kill
Hail and Kill,Hail and Kill,hail hail hail and kill
Hail and Kill,Hail and Kill,hail hail hail and kill
Hail and Kill,Hail and Kill,hail hail hail and kill
Hail and Kill,Hail and Kill,hail hail hail and kill 
Hail and Kill,Hail and Kill,rip their flesh burn their hearts
Hail and Kill,Hail and Kill,stab them in the eyes
Hail and Kill,Hail and Kill,rape their women as they cry
Hail and Kill,Hail and Kill,kill their servants burn their homes
Hail and Kill,Hail and Kill,till theres no blood left to spill
Hail and Kill,Hail and Kill,hail and kill
Hail and Kill,Hail and Kill,power and dominion are taken by the will
Hail and Kill,Hail and Kill,by divine right hail and kill
Hail and Kill,Hail and Kill,hail hail hail and kill
Hail and Kill,Hail and Kill,hail and kill
Hail and Kill,Hail and Kill,hail hail hail and kill
Hail and Kill,Hail and Kill,kill and kill
Hail and Kill,Hail and Kill,hail hail hail and kill
Hail and Kill,Hail and Kill,hail and kill hail and kill
Hail and Kill,Hail and Kill,hail hail hail and kill
Hail and Kill,Hail and Kill,hail and kill hail and kill
Hail and Kill,Hail and Kill,hail hail hail and kill
Hail and Kill,Hail and Kill,hail and kill
Hail and Kill,Hail and Kill,hail hail hail and kill
Hail and Kill [DVD],Hail and Kill [DVD],brothers i am calling from the valley of the kings
Hail and Kill [DVD],Hail and Kill [DVD],with nothing to atone
Hail and Kill [DVD],Hail and Kill [DVD],a dark march lies ahead together we will ride
Hail and Kill [DVD],Hail and Kill [DVD],like thunder from the sky
Hail and Kill [DVD],Hail and Kill [DVD],may your sword stay wet like a young girl in her prime
Hail and Kill [DVD],Hail and Kill [DVD],hold your hammers high
Hail and Kill [DVD],Hail and Kill [DVD],blood and death are waiting like a raven in the sky
Hail and Kill [DVD],Hail and Kill [DVD],i was born to die
Hail and Kill [DVD],Hail and Kill [DVD],hear me while i live
Hail and Kill [DVD],Hail and Kill [DVD],as i look into your eyes
Hail and Kill [DVD],Hail and Kill [DVD],none shall hear a lie
Hail and Kill [DVD],Hail and Kill [DVD],power and dominion are taken by the will
Hail and Kill [DVD],Hail and Kill [DVD],by divine right hail and kill
Hail and Kill [DVD],Hail and Kill [DVD],hail hail hail and kill hail and kill
Hail and Kill [DVD],Hail and Kill [DVD],hail hail hail and kill hail and kill
Hail and Kill [DVD],Hail and Kill [DVD],my father was a wolf
Hail and Kill [DVD],Hail and Kill [DVD],im a kinsman of the slain
Hail and Kill [DVD],Hail and Kill [DVD],sworn to rise again
Hail and Kill [DVD],Hail and Kill [DVD],i will bring salvation punishment and pain
Hail and Kill [DVD],Hail and Kill [DVD],the hammer of hate is our faith
Hail and Kill [DVD],Hail and Kill [DVD],power and dominion are taken by the will
Hail and Kill [DVD],Hail and Kill [DVD],by divine right hail and kill
Hail and Kill [DVD],Hail and Kill [DVD],hail hail hail and kill kill and kill
Hail and Kill [DVD],Hail and Kill [DVD],hail hail hail and kill hail and kill
Hail and Kill [DVD],Hail and Kill [DVD],hail hail hail and kill 
Hail and Kill [DVD],Hail and Kill [DVD],hail hail hail and kill
Hail and Kill [DVD],Hail and Kill [DVD],hail hail hail and kill
Hail and Kill [DVD],Hail and Kill [DVD],hail hail hail and kill
Hail and Kill [DVD],Hail and Kill [DVD],hail hail hail and kill
Hail and Kill [DVD],Hail and Kill [DVD],hail hail hail and kill
Hail and Kill [DVD],Hail and Kill [DVD],hail hail hail and kill
Hail and Kill [DVD],Hail and Kill [DVD],hail hail hail and kill
Hail and Kill [DVD],Hail and Kill [DVD],hail hail hail and kill 
Hail and Kill [DVD],Hail and Kill [DVD],rip their flesh burn their hearts
Hail and Kill [DVD],Hail and Kill [DVD],stab them in the eyes
Hail and Kill [DVD],Hail and Kill [DVD],rape their women as they cry
Hail and Kill [DVD],Hail and Kill [DVD],kill their servants burn their homes
Hail and Kill [DVD],Hail and Kill [DVD],till theres no blood left to spill
Hail and Kill [DVD],Hail and Kill [DVD],hail and kill
Hail and Kill [DVD],Hail and Kill [DVD],power and dominion are taken by the will
Hail and Kill [DVD],Hail and Kill [DVD],by divine right hail and kill
Hail and Kill [DVD],Hail and Kill [DVD],hail hail hail and kill
Hail and Kill [DVD],Hail and Kill [DVD],hail and kill
Hail and Kill [DVD],Hail and Kill [DVD],hail hail hail and kill
Hail and Kill [DVD],Hail and Kill [DVD],kill and kill
Hail and Kill [DVD],Hail and Kill [DVD],hail hail hail and kill
Hail and Kill [DVD],Hail and Kill [DVD],hail and kill hail and kill
Hail and Kill [DVD],Hail and Kill [DVD],hail hail hail and kill
Hail and Kill [DVD],Hail and Kill [DVD],hail and kill hail and kill
Hail and Kill [DVD],Hail and Kill [DVD],hail hail hail and kill
Hail and Kill [DVD],Hail and Kill [DVD],hail and kill
Hail and Kill [DVD],Hail and Kill [DVD],hail hail hail and kill
King of Kings,King of Kings,voices of victory
King of Kings,King of Kings,all shout and proclaim
King of Kings,King of Kings,the kingdom of glory is mine
King of Kings,King of Kings,the raise of the will are a prophecy filled
King of Kings,King of Kings,im the lord of the day and the night
King of Kings,King of Kings,i have nothing to sell but the power of hell
King of Kings,King of Kings,my armies of fire awaits
King of Kings,King of Kings,im here to be paid for the pact that was made
King of Kings,King of Kings,my payments can never be late
King of Kings,King of Kings,crack the earth gods of thunder
King of Kings,King of Kings,man and beast will be torn asunder
King of Kings,King of Kings,into the fight i own the right
King of Kings,King of Kings,to be the king of kings
King of Kings,King of Kings,my enemies rise and look to the skies
King of Kings,King of Kings,they pray i will never appear
King of Kings,King of Kings,the light has no meaning
King of Kings,King of Kings,awake me im dreaming
King of Kings,King of Kings,they live in a castle of fear
King of Kings,King of Kings,i summon the demons that live in the wind
King of Kings,King of Kings,as my chariot strives in the storm
King of Kings,King of Kings,with the hot blood of battle
King of Kings,King of Kings,i wait in my saddle
King of Kings,King of Kings,i live and ill die by the sword
King of Kings,King of Kings,crack the earth gods of thunder
King of Kings,King of Kings,man and beast will be torn asunder
King of Kings,King of Kings,into the fight i own the right
King of Kings,King of Kings,to be the king of kings
King of Kings,King of Kings,all the days of his life
King of Kings,King of Kings,he walked without fear
King of Kings,King of Kings,all whos lives he touched
King of Kings,King of Kings,were made better for knowing him
King of Kings,King of Kings,as he returned goodness with good
King of Kings,King of Kings,so too his justice and retribution unfailing
King of Kings,King of Kings,as my sword is my soul
King of Kings,King of Kings,then let all who stand before me know
King of Kings,King of Kings,i bring a storm and magic wind
King of Kings,King of Kings,the kingdom of the kings
King of Kings,King of Kings,i summon the demons that live in the wind
King of Kings,King of Kings,as my chariot strives in the storm
King of Kings,King of Kings,with the hot blood of battle
King of Kings,King of Kings,i wait in the saddle
King of Kings,King of Kings,i live and ill die by the sword
King of Kings,King of Kings,crack the earth gods of thunder
King of Kings,King of Kings,men and beast will be torn asunder
King of Kings,King of Kings,into the fight i own the right
King of Kings,King of Kings,to be the king of kings
King of Kings,King of Kings,
The Sons of Odin,The Sons of Odin,here to the blaze
The Sons of Odin,The Sons of Odin,i wander
The Sons of Odin,The Sons of Odin,through this black night
The Sons of Odin,The Sons of Odin,i ponder
The Sons of Odin,The Sons of Odin,the edge of our mighty swords
The Sons of Odin,The Sons of Odin,did clash
The Sons of Odin,The Sons of Odin,fallen by our axes
The Sons of Odin,The Sons of Odin,helmets smashed
The Sons of Odin,The Sons of Odin,glor
Warriors of the World United,Warriors of the World United,here our soldiers stand from all around the world
Warriors of the World United,Warriors of the World United,waiting in a line to hear the battle cry
Warriors of the World United,Warriors of the World United,all are gathered here victory is near
Warriors of the World United,Warriors of the World United,the sound will fill the hall bringing power to us all
Warriors of the World United,Warriors of the World United,we alone are fighting for metal that is true
Warriors of the World United,Warriors of the World United,we own the right to live the fight were here for all of you
Warriors of the World United,Warriors of the World United,now swear the blood upon your steel will never dry
Warriors of the World United,Warriors of the World United,stand and fight together beneath the metal sky
Warriors of the World United,Warriors of the World United,brothers everywhere
Warriors of the World United,Warriors of the World United,raise your hands into the air
Warriors of the World United,Warriors of the World United,were warriors
Warriors of the World United,Warriors of the World United,warriors of the world
Warriors of the World United,Warriors of the World United,like thunder from the sky
Warriors of the World United,Warriors of the World United,sworn to fight and die
Warriors of the World United,Warriors of the World United,were warriors
Warriors of the World United,Warriors of the World United,warriors of the world
Warriors of the World United,Warriors of the World United,many stand against us but they will never win
Warriors of the World United,Warriors of the World United,we said we would return and here we are again
Warriors of the World United,Warriors of the World United,to bring them all destruction suffering and pain
Warriors of the World United,Warriors of the World United,we are the hammer of the gods we are thunder wind and rain
Warriors of the World United,Warriors of the World United,there they wait in fear with swords in feeble hands
Warriors of the World United,Warriors of the World United,with dreams to be a king first one should be a man
Warriors of the World United,Warriors of the World United,i call them out and charge them all with a life that is a lie
Warriors of the World United,Warriors of the World United,and in their final hour they shall confess before they die
Warriors of the World United,Warriors of the World United,brothers everywhere
Warriors of the World United,Warriors of the World United,raise your hands into the air
Warriors of the World United,Warriors of the World United,were warriors
Warriors of the World United,Warriors of the World United,warriors of the world
Warriors of the World United,Warriors of the World United,like thunder from the sky
Warriors of the World United,Warriors of the World United,sworn to fight and die
Warriors of the World United,Warriors of the World United,were warriors
Warriors of the World United,Warriors of the World United,warriors of the world
Warriors of the World United,Warriors of the World United,if i should fall in battle my brothers who fight by my side
Warriors of the World United,Warriors of the World United,gather my horse and weapons tell my family how i died
Warriors of the World United,Warriors of the World United,until then i will be strong i will fight for all that is real 
Warriors of the World United,Warriors of the World United,all who stand in my way will die by steel
Warriors of the World United,Warriors of the World United,brothers everywhere
Warriors of the World United,Warriors of the World United,raise your hands into the air
Warriors of the World United,Warriors of the World United,were warriors
Warriors of the World United,Warriors of the World United,warriors of the world
Warriors of the World United,Warriors of the World United,like thunder from the sky
Warriors of the World United,Warriors of the World United,sworn to fight and die
Warriors of the World United,Warriors of the World United,were warriors
Warriors of the World United,Warriors of the World United,warriors of the world
All Men Play on 10,All Men Play on 10,i made a rocknroll sin
All Men Play on 10,All Men Play on 10,when i tried givin in to 
All Men Play on 10,All Men Play on 10,make money had to turn down low
All Men Play on 10,All Men Play on 10,they said why be proud dont play so loud 
All Men Play on 10,All Men Play on 10,be like us and get a sound thats real thin 
All Men Play on 10,All Men Play on 10,wear a polyester suit act happy look cute 
All Men Play on 10,All Men Play on 10,get a haircut and buy small gear
All Men Play on 10,All Men Play on 10,thats when i turned to them and said 
All Men Play on 10,All Men Play on 10,hold it right there
All Men Play on 10,All Men Play on 10,well its more to me than just a job
All Men Play on 10,All Men Play on 10,and while im playin you wont get robbed
All Men Play on 10,All Men Play on 10,nobody tells a man how to play
All Men Play on 10,All Men Play on 10,it just aint that way hey hey hey
All Men Play on 10,All Men Play on 10,can you hear me say
All Men Play on 10,All Men Play on 10,all men play on ten 
All Men Play on 10,All Men Play on 10,never gonna turn down again
All Men Play on 10,All Men Play on 10,all men play on ten
All Men Play on 10,All Men Play on 10,never gonna turn down
All Men Play on 10,All Men Play on 10,im jet fuel honey plug me into 220
All Men Play on 10,All Men Play on 10,step back and let my fingers fly
All Men Play on 10,All Men Play on 10,while im burning up my gear
All Men Play on 10,All Men Play on 10,theres a fire in your ear
All Men Play on 10,All Men Play on 10,that wont stop until the day you die
All Men Play on 10,All Men Play on 10,i really put it to the floor when i hear the crowd roar
All Men Play on 10,All Men Play on 10,oh its music to my ears when they scream
All Men Play on 10,All Men Play on 10,then i run back to the power rack
All Men Play on 10,All Men Play on 10,and deck all of my gear
All Men Play on 10,All Men Play on 10,well its more to me than just a job
All Men Play on 10,All Men Play on 10,and while im playin you wont get robbed
All Men Play on 10,All Men Play on 10,nobody tells a man how to play
All Men Play on 10,All Men Play on 10,it just aint that way hey hey hey
All Men Play on 10,All Men Play on 10,can you hear me say
Call to Arms,Call to Arms,when they see us they will run for their lives
Call to Arms,Call to Arms,to the end they will pay for their lies
Call to Arms,Call to Arms,so long did we wait now we are home
Call to Arms,Call to Arms,here once again there is a battle to fight
Call to Arms,Call to Arms,gathered together for the sound and the might
Call to Arms,Call to Arms,so long did we wait now we are home
Call to Arms,Call to Arms,now we will fight for the kingdom fighting with steel
Call to Arms,Call to Arms,kill all of them their blood is our seal
Call to Arms,Call to Arms,fight till the last of the enemy is dead
Call to Arms,Call to Arms,ride through the blood that we gladly have shed
Call to Arms,Call to Arms,i now issue the call are you ready to fight
Call to Arms,Call to Arms,fight all together as one for the right to be free once again
Call to Arms,Call to Arms,tonight we will win
Call to Arms,Call to Arms,i can see by the look that you have in your eyes
Call to Arms,Call to Arms,you came here for metal to fight and to die
Call to Arms,Call to Arms,defenders of steel now we are home
Call to Arms,Call to Arms,chorus
Call to Arms,Call to Arms,fight for the kingdom bound for glory
Call to Arms,Call to Arms,armed with a heart of steel
Call to Arms,Call to Arms,i swear by the brothers who stand before me
Call to Arms,Call to Arms,to no man shall i kneel
Call to Arms,Call to Arms,their blood is upon my steel
Call to Arms,Call to Arms,blood is upon my steel
Call to Arms,Call to Arms,fight for the kingdom fighting with steel
Call to Arms,Call to Arms,kill all of them their blood is our seal
Call to Arms,Call to Arms,fight till the last of the enemy is dead
Call to Arms,Call to Arms,ride through the blood that we gladly have shed
Call to Arms,Call to Arms,i now issue the call are you ready to fight
Call to Arms,Call to Arms,fight all together as one for the right to be free once again
Call to Arms,Call to Arms,tonight we will win
Call to Arms,Call to Arms,i can see by the look that you have in your eyes
Call to Arms,Call to Arms,you came here for metal to fight and to die
Call to Arms,Call to Arms,defenders of steel now we are home
Call to Arms,Call to Arms,chorus x2
Call to Arms,Call to Arms,fight for the kingdom bound for glory
Call to Arms,Call to Arms,armed with a heart of steel
Call to Arms,Call to Arms,i swear by the brothers who stand before me
Call to Arms,Call to Arms,to no man shall i kneel
Call to Arms,Call to Arms,their blood is upon my steel
Voulez Vous (Lady Marmelade Voulez Vous Coucher Avec Moi) [DVD],Voulez Vous (Lady Marmelade Voulez Vous Coucher Avec Moi) [DVD],people everywhere
Voulez Vous (Lady Marmelade Voulez Vous Coucher Avec Moi) [DVD],Voulez Vous (Lady Marmelade Voulez Vous Coucher Avec Moi) [DVD],a sense of expectation hanging in the air
Voulez Vous (Lady Marmelade Voulez Vous Coucher Avec Moi) [DVD],Voulez Vous (Lady Marmelade Voulez Vous Coucher Avec Moi) [DVD],giving out a spark
Voulez Vous (Lady Marmelade Voulez Vous Coucher Avec Moi) [DVD],Voulez Vous (Lady Marmelade Voulez Vous Coucher Avec Moi) [DVD],across the room your eyes are glowing in the dark
